Species	Phylum	Order	Genus	TaxID	Num_Prot	niacin_synthesis	nadB_niacin_asp	nadA_niacin_asp	nadC_niacin_asp	kmo_niacin_trp	hpaB_niacin_trp	kynu_niacin_trp	had_niacin_trp
Mycobacterium leprae	Actinobacteria	Corynebacteriales	Mycobacterium	1769	6089	1	1	1	1	0	0	0	0
Streptococcus sp. C150	Firmicutes	Lactobacillales	Streptococcus	435842	3232	0	0	0	1	0	0	0	0
Mycobacterium fortuitum	Actinobacteria	Corynebacteriales	Mycobacterium	1766	14072	1	1	1	1	1	1	0	0
Amycolatopsis thermoflava	Actinobacteria	Pseudonocardiales	Amycolatopsis	84480	7353	1	1	1	1	1	1	1	0
Mycobacterium avium	Actinobacteria	Corynebacteriales	Mycobacterium	1764	43424	1	1	1	1	0	0	0	0
Mycobacterium bovis	Actinobacteria	Corynebacteriales	Mycobacterium	1765	108014	1	1	1	1	0	0	0	0
Francisella sp. W12-1067	Proteobacteria	Thiotrichales	Francisella	1385420	2989	0	1	0	0	0	0	0	0
Brevundimonas abyssalis	Proteobacteria	Caulobacterales	Brevundimonas	1125965	2406	1	1	1	1	0	0	0	0
Streptomyces varsoviensis	Actinobacteria	Streptomycetales	Streptomyces	67373	15424	0	1	1	0	1	1	1	1
Firmicutes bacterium CAG:94	Firmicutes	root	root	1262989	2412	0	0	0	0	0	0	0	0
Loktanella cinnabarina	Proteobacteria	Rhodobacterales	Loktanella	1125964	3103	1	1	1	1	0	0	1	0
Firmicutes bacterium CAG:95	Firmicutes	root	root	1262988	2766	0	0	0	0	0	0	0	0
Enterorhabdus mucosicola	Actinobacteria	Eggerthellales	Enterorhabdus	580026	2253	0	0	0	0	0	0	0	0
Leptospirillum ferrodiazotrophum	Nitrospirae	Nitrospirales	Leptospirillum	412449	2662	1	1	1	1	0	0	0	0
Vibrio nereis	Proteobacteria	Vibrionales	Vibrio	693	7241	1	1	1	1	0	0	0	0
Vibrio natriegens	Proteobacteria	Vibrionales	Vibrio	691	3260	1	1	1	1	0	0	0	0
Clostridium novyi	Firmicutes	Clostridiales	Clostridium	1542	8174	1	1	1	1	0	0	0	0
Ahrensia sp. R2A130	Proteobacteria	Rhodobacterales	Ahrensia	744979	6924	1	1	1	1	0	0	1	0
Dyella ginsengisoli	Proteobacteria	Xanthomonadales	Dyella	363848	3849	0	1	0	1	1	0	1	1
Bacillus sp. YP1	Firmicutes	Bacillales	Bacillus	1574141	4099	1	1	1	1	1	1	1	0
Clostridium scatologenes	Firmicutes	Clostridiales	Clostridium	1548	9882	1	1	1	1	0	1	0	0
[Clostridium] sporosphaeroides	Firmicutes	Clostridiales	Ruminiclostridium	1549	2794	0	0	0	0	0	1	0	0
Sphingobium sp. AM	Proteobacteria	Sphingomonadales	Sphingobium	1176302	4764	1	1	1	1	0	0	0	0
Ralstonia sp. UNC404CL21Col	Proteobacteria	Burkholderiales	Ralstonia	1380362	4162	1	1	1	1	0	0	1	0
Shewanella sp. 38A_GOM-205m	Proteobacteria	Alteromonadales	Shewanella	1380363	2486	0	1	1	0	0	0	1	0
Sulfitobacter sp. 20_GPM-1509m	Proteobacteria	Rhodobacterales	Sulfitobacter	1380367	4229	1	1	1	1	0	0	1	0
Rubellimicrobium mesophilum	Proteobacteria	Rhodobacterales	Rubellimicrobium	1123067	4063	0	0	0	0	1	0	1	0
Segetibacter koreensis	Bacteroidetes	Sphingobacteriales	Segetibacter	398037	4825	1	1	1	1	0	0	0	0
Chlamydia pecorum	Chlamydiae	Chlamydiales	Chlamydia	85991	6790	0	1	0	0	0	0	1	0
Streptomyces sp. CNQ431	Actinobacteria	Streptomycetales	Streptomyces	1571532	3341	0	1	0	0	1	0	1	0
Proteus hauseri	Proteobacteria	Enterobacteriales	Proteus	183417	3207	0	1	0	1	0	0	0	0
Exiguobacterium sibiricum	Firmicutes	Bacillales	Exiguobacterium	332410	5554	1	1	1	1	0	0	1	0
Brachybacterium squillarum	Actinobacteria	Micrococcales	Brachybacterium	661979	2701	0	1	0	0	0	0	0	0
Tannerella sp. CAG:51	Bacteroidetes	Bacteroidales	Tannerella	1262979	2585	1	1	1	1	0	0	0	0
Frondihabitans sp. Leaf304	Actinobacteria	Micrococcales	Frondihabitans	1736329	6067	1	1	1	1	0	0	1	0
Rathayibacter sp. Leaf299	Actinobacteria	Micrococcales	Rathayibacter	1736328	6802	1	1	1	1	0	0	1	0
Bacillus oceanisediminis	Firmicutes	Bacillales	Bacillus	665099	3442	1	1	1	1	0	0	1	0
Microbacterium sp. Leaf288	Actinobacteria	Micrococcales	Microbacterium	1736323	7914	1	1	1	1	1	0	1	0
Nocardioides sp. Leaf285	Actinobacteria	Propionibacteriales	Nocardioides	1736322	6699	1	1	1	1	0	0	1	0
Agreia sp. Leaf283	Actinobacteria	Micrococcales	Agreia	1736321	6652	1	1	1	1	0	0	1	0
Brevundimonas sp. Leaf280	Proteobacteria	Caulobacterales	Brevundimonas	1736320	5159	1	1	1	1	0	0	0	0
Rathayibacter sp. Leaf296	Actinobacteria	Micrococcales	Rathayibacter	1736327	6673	1	1	1	1	0	0	1	0
Rathayibacter sp. Leaf294	Actinobacteria	Micrococcales	Rathayibacter	1736326	3744	1	1	1	1	0	0	1	0
Aeromicrobium sp. Leaf291	Actinobacteria	Propionibacteriales	Aeromicrobium	1736325	4928	1	1	1	1	0	0	1	0
Aeromicrobium sp. Leaf289	Actinobacteria	Propionibacteriales	Aeromicrobium	1736324	4581	1	1	1	1	0	0	1	0
Sphingobium lucknowense F2	Proteobacteria	Sphingomonadales	Sphingobium	1450518	4107	0	1	0	0	0	1	0	0
Pelagibacterium halotolerans	Proteobacteria	Rhizobiales	Pelagibacterium	531813	3739	1	1	1	1	0	0	0	0
Campylobacter iguaniorum	Proteobacteria	Campylobacterales	Campylobacter	1244531	6373	0	1	0	1	0	0	0	0
Streptomyces roseus	Actinobacteria	Streptomycetales	Streptomyces	66430	12811	1	1	1	1	0	0	1	0
Liberibacter crescens	Proteobacteria	Rhizobiales	Candidatus Liberibacter	1273132	2522	0	1	0	0	1	0	0	0
Clostridium sp. Ade.TY	Firmicutes	Clostridiales	Clostridium	1391647	2920	0	0	0	0	0	0	0	0
Lactobacillus equicursoris	Firmicutes	Lactobacillales	Lactobacillus	420645	3414	0	1	0	0	0	0	0	0
Pseudomonas sp. TTU2014-105ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729726	6843	1	1	1	1	0	0	0	0
Pseudomonas sp. TTU2014-096BSC	Proteobacteria	Pseudomonadales	Pseudomonas	1729725	6494	1	1	1	1	0	0	0	0
Pseudomonas sp. TTU2014-080ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729724	8041	1	1	1	1	0	0	0	0
Pseudomonas sp. TTU2014-066ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729723	6375	1	1	1	1	0	0	0	0
Vibrio sp. AND4	Proteobacteria	Vibrionales	Vibrio	314289	7442	1	1	1	1	0	0	0	0
Vibrio sp. OY15	Proteobacteria	Vibrionales	Vibrio	1440054	6123	1	1	1	1	0	0	0	0
Roseovarius tolerans	Proteobacteria	Rhodobacterales	Roseovarius	74031	7236	0	1	0	0	1	0	1	0
Nocardiopsis synnemataformans	Actinobacteria	Streptosporangiales	Nocardiopsis	61305	5767	1	1	1	1	1	0	1	0
gamma proteobacterium HTCC2207	Proteobacteria	Cellvibrionales	root	314287	4691	1	1	1	1	1	0	1	0
Psychrobacter sp. JCM 18903	Proteobacteria	Pseudomonadales	Psychrobacter	1298610	3003	1	1	1	1	0	0	0	0
Lactobacillus sp. ASF360	Firmicutes	Lactobacillales	Lactobacillus	97137	3349	0	1	0	0	0	0	0	0
Clostridium sp. ASF502	Firmicutes	Clostridiales	Clostridium	97139	11562	1	1	1	1	0	0	0	0
Clostridium sp. ASF356	Firmicutes	Clostridiales	Clostridium	97138	5459	0	0	0	0	0	0	0	0
Thalassomonas actiniarum	Proteobacteria	Alteromonadales	Thalassomonas	485447	11474	1	1	1	1	1	1	1	1
Mycobacterium septicum	Actinobacteria	Corynebacteriales	Mycobacterium	98668	5991	1	1	1	1	0	0	0	0
Xanthomonas vasicola	Proteobacteria	Xanthomonadales	Xanthomonas	56459	42382	0	1	0	1	1	0	1	1
Xanthomonas sacchari	Proteobacteria	Xanthomonadales	Xanthomonas	56458	10464	0	1	0	1	1	0	1	1
Xanthomonas hyacinthi	Proteobacteria	Xanthomonadales	Xanthomonas	56455	4216	0	1	0	1	1	0	1	1
Xanthomonas hortorum	Proteobacteria	Xanthomonadales	Xanthomonas	56454	3429	0	1	0	1	1	0	1	0
Xanthomonas pisi	Proteobacteria	Xanthomonadales	Xanthomonas	56457	3119	0	0	0	1	1	0	1	1
Devosia sp. Leaf64	Proteobacteria	Rhizobiales	Devosia	1736229	3948	0	1	0	0	0	0	0	0
Thermaerobacter marianensis	Firmicutes	Clostridiales	Thermaerobacter	73919	2222	0	1	0	0	0	1	0	0
Xanthomonas cassavae	Proteobacteria	Xanthomonadales	Xanthomonas	56450	3877	0	1	0	1	1	0	1	1
Flavihumibacter solisilvae	Bacteroidetes	Sphingobacteriales	Flavihumibacter	1349421	8771	1	1	1	1	0	0	1	0
Pseudoalteromonas sp. SW0106-04	Proteobacteria	Alteromonadales	Pseudoalteromonas	1702169	6235	1	1	1	1	0	0	1	0
Oerskovia sp. Root918	Actinobacteria	Micrococcales	Oerskovia	1736607	5587	1	1	1	1	0	0	1	0
Sphingobacterium spiritivorum	Bacteroidetes	Sphingobacteriales	Sphingobacterium	258	8130	1	1	1	1	1	0	0	0
Sphingobacterium thalpophilum	Bacteroidetes	Sphingobacteriales	Sphingobacterium	259	4868	1	1	1	1	1	0	0	0
Candidatus Filomicrobium marinum	Proteobacteria	Rhizobiales	Filomicrobium	1608628	11721	1	1	1	1	0	0	0	0
Chryseobacterium indologenes	Bacteroidetes	Flavobacteriales	Chryseobacterium	253	14113	1	1	1	1	1	0	0	0
Chryseobacterium gleum	Bacteroidetes	Flavobacteriales	Chryseobacterium	250	4437	1	1	1	1	1	0	0	0
Psychroflexus gondwanensis	Bacteroidetes	Flavobacteriales	Psychroflexus	251	2843	0	1	0	1	1	0	1	1
Myroides odoratus	Bacteroidetes	Flavobacteriales	Myroides	256	6893	0	1	0	1	1	0	1	1
Lactobacillus rossiae	Firmicutes	Lactobacillales	Lactobacillus	231049	2682	0	1	0	0	0	1	0	0
Bacillus sp. Root131	Firmicutes	Bacillales	Bacillus	1736451	6406	1	1	1	1	0	0	1	0
Hafnia paralvei	Proteobacteria	Enterobacteriales	Hafnia	546367	4456	1	1	1	1	0	1	0	0
Rhodococcus sp. AD45	Actinobacteria	Corynebacteriales	Rhodococcus	103808	10268	1	1	1	1	1	1	0	1
Mycobacterium parascrofulaceum	Actinobacteria	Corynebacteriales	Mycobacterium	240125	5084	1	1	1	1	0	0	0	0
Burkholderia sp. BT03	Proteobacteria	Burkholderiales	Burkholderia	1144309	16749	1	1	1	1	1	1	1	0
Geobacillus toebii	Firmicutes	Bacillales	Geobacillus	153151	3811	0	1	0	0	0	1	0	0
Flavobacterium reichenbachii	Bacteroidetes	Flavobacteriales	Flavobacterium	362418	9071	0	1	0	1	1	0	1	1
Pseudomonas weihenstephanensis	Proteobacteria	Pseudomonadales	Pseudomonas	1608994	6419	1	1	1	1	0	0	0	0
Pseudomonas sp. DSM 28140	Proteobacteria	Pseudomonadales	Pseudomonas	1608993	6718	1	1	1	1	0	0	0	0
Flavobacterium aquidurense	Bacteroidetes	Flavobacteriales	Flavobacterium	362413	8739	0	1	0	1	1	0	1	1
Segniliparus rugosus	Actinobacteria	Corynebacteriales	Segniliparus	286804	3286	1	1	1	1	0	0	0	0
Pseudomonas sp. 10B238	Proteobacteria	Pseudomonadales	Pseudomonas	1586417	7695	1	1	1	1	0	0	0	0
Saccharomonospora paurometabolica	Actinobacteria	Pseudonocardiales	Saccharomonospora	208085	3390	1	1	1	1	1	0	0	0
Aeromonas piscicola	Proteobacteria	Aeromonadales	Aeromonas	600645	3898	1	1	1	1	0	0	0	0
Streptomyces wadayamensis	Actinobacteria	Streptomycetales	Streptomyces	141454	7393	1	1	1	1	0	0	1	0
Brevibacillus borstelensis	Firmicutes	Bacillales	Brevibacillus	45462	10634	1	1	1	1	0	1	1	1
Alkaliphilus oremlandii	Firmicutes	Clostridiales	Alkaliphilus	461876	2871	0	1	0	0	0	0	1	0
Streptococcus henryi	Firmicutes	Lactobacillales	Streptococcus	439219	2155	1	1	1	1	0	0	0	0
Actinoplanes awajinensis subsp. mycoplanecinus	Actinobacteria	Micromonosporales	Actinoplanes	135947	9642	1	1	1	1	0	0	1	0
Corynebacterium argentoratense	Actinobacteria	Corynebacteriales	Corynebacterium	42817	3103	0	1	0	0	0	0	0	0
Bacillus gobiensis	Firmicutes	Bacillales	Bacillus	1441095	8583	1	1	1	1	0	0	0	0
Moritella sp. PE36	Proteobacteria	Alteromonadales	Moritella	58051	9199	1	1	1	1	1	0	0	0
Chlorobium limicola	Chlorobi	Chlorobiales	Chlorobium	1092	6083	1	1	1	1	0	0	0	0
Sphingobium sp. YBL2	Proteobacteria	Sphingomonadales	Sphingobium	484429	7769	1	1	1	1	0	0	0	0
Gordonia rubripertincta	Actinobacteria	Corynebacteriales	Gordonia	36822	4081	1	1	1	1	1	1	0	0
Gordonia sputi	Actinobacteria	Corynebacteriales	Gordonia	36823	4103	1	1	1	1	1	0	0	0
Gordonia aichiensis	Actinobacteria	Corynebacteriales	Gordonia	36820	4226	1	1	1	1	1	1	0	1
Gordonia amarae	Actinobacteria	Corynebacteriales	Gordonia	36821	4471	1	1	1	1	1	1	1	0
Pseudomonas batumici	Proteobacteria	Pseudomonadales	Pseudomonas	226910	11303	1	1	1	1	1	0	0	0
Serratia sp. TEL	Proteobacteria	Enterobacteriales	Serratia	1656220	6105	1	1	1	1	0	1	0	0
Streptococcus sp. DD10	Firmicutes	Lactobacillales	Streptococcus	1777878	2060	0	0	0	0	0	0	0	0
Streptococcus sp. DD11	Firmicutes	Lactobacillales	Streptococcus	1777879	2771	0	0	0	0	0	0	0	0
Treponema medium	Spirochaetes	Spirochaetales	Treponema	58231	2234	0	0	0	0	0	1	0	0
Chlorobi bacterium OLB6	Chlorobi	root	root	1617413	2141	1	1	1	1	0	0	0	0
Methyloglobulus morosus	Proteobacteria	Methylococcales	Methyloglobulus	1410681	3565	1	1	1	1	0	0	0	0
Nitrospira sp. OLB3	Nitrospirae	Nitrospirales	Nitrospira	1617410	3742	1	1	1	1	0	0	0	0
Acinetobacter guillouiae	Proteobacteria	Pseudomonadales	Acinetobacter	106649	10388	1	1	1	1	1	1	1	0
Acinetobacter bereziniae	Proteobacteria	Pseudomonadales	Acinetobacter	106648	18767	1	1	1	1	1	0	0	0
Ruegeria halocynthiae	Proteobacteria	Rhodobacterales	Ruegeria	985054	4028	1	1	1	1	0	0	1	0
Capnocytophaga sp. oral taxon 338	Bacteroidetes	Flavobacteriales	Capnocytophaga	710239	2174	0	1	0	0	0	0	0	0
Meiothermus rufus	Deinococcus-Thermus	Thermales	Meiothermus	604332	2558	0	1	0	0	0	1	1	0
Leadbetterella sp. JN14-9	Bacteroidetes	Cytophagales	Leadbetterella	1605367	7430	1	1	1	1	0	0	1	0
Cystobacter violaceus	Proteobacteria	Myxococcales	Cystobacter	83451	9612	1	1	1	1	1	0	1	1
Myxococcus stipitatus	Proteobacteria	Myxococcales	Myxococcus	83455	7831	1	1	1	1	1	1	1	1
Pseudorhodobacter psychrotolerans	Proteobacteria	Rhodobacterales	Pseudorhodobacter	1678131	4720	1	1	1	1	1	0	1	0
Pseudoalteromonas lipolytica	Proteobacteria	Alteromonadales	Pseudoalteromonas	570156	11336	1	1	1	1	1	0	1	0
Hymenobacter sp. DG5B	Bacteroidetes	Cytophagales	Hymenobacter	1411621	3843	0	1	0	1	1	0	1	1
Agrococcus pavilionensis	Actinobacteria	Micrococcales	Agrococcus	1346502	2482	0	1	0	0	0	1	1	0
Corynebacterium deserti	Actinobacteria	Corynebacteriales	Corynebacterium	1408191	2579	1	1	1	1	0	0	0	0
SAR324 cluster bacterium SCGC AAA001-C10	Proteobacteria	root	root	913329	2051	0	1	0	0	0	0	1	0
Skermanella stibiiresistens	Proteobacteria	Rhodospirillales	Skermanella	913326	6810	1	1	1	1	0	1	0	0
Sphingomonas elodea	Proteobacteria	Sphingomonadales	Sphingomonas	179878	3662	1	1	1	1	0	0	0	0
Burkholderia anthina	Proteobacteria	Burkholderiales	Burkholderia	179879	70500	1	1	1	1	0	0	1	0
Coxiella-like endosymbiont	Proteobacteria	Legionellales	root	1592897	2076	0	1	0	0	0	0	0	0
Bacillus sp. FJAT-27245	Firmicutes	Bacillales	Bacillus	1684144	4323	0	1	0	0	0	0	1	0
Mesorhizobium alhagi	Proteobacteria	Rhizobiales	Mesorhizobium	475067	6341	1	1	1	1	0	0	1	0
Gryllotalpicola ginsengisoli	Actinobacteria	Micrococcales	Gryllotalpicola	444608	2637	0	1	0	0	1	0	0	0
Tistrella mobilis	Proteobacteria	Rhodospirillales	Tistrella	171437	5459	1	1	1	1	0	0	0	0
Brachybacterium paraconglomeratum	Actinobacteria	Micrococcales	Brachybacterium	173362	3025	1	1	1	1	0	0	0	0
Methylocystis rosea	Proteobacteria	Rhizobiales	Methylocystis	173366	3389	1	1	1	1	0	0	0	0
Methylobacter tundripaludum	Proteobacteria	Methylococcales	Methylobacter	173365	10509	1	1	1	1	0	0	0	0
Proteiniclasticum ruminis	Firmicutes	Clostridiales	Proteiniclasticum	398199	2796	0	1	0	0	0	0	0	0
Endozoicomonas elysicola	Proteobacteria	Oceanospirillales	Endozoicomonas	305900	8838	1	1	1	1	0	0	0	0
Fusobacterium sp. CAG:439	Fusobacteria	Fusobacteriales	Fusobacterium	1262899	2310	1	1	1	1	0	0	0	0
Edwardsiella ictaluri	Proteobacteria	Enterobacteriales	Edwardsiella	67780	9649	0	1	0	1	0	0	0	0
Eubacterium sp. CAG:786	Firmicutes	Clostridiales	Eubacterium	1262893	2501	1	1	1	1	0	0	0	0
Eubacterium sp. CAG:76	Firmicutes	Clostridiales	Eubacterium	1262892	2277	1	1	1	1	0	0	0	0
Eubacterium sp. CAG:603	Firmicutes	Clostridiales	Eubacterium	1262891	2286	1	1	1	1	0	0	0	0
Faecalibacterium sp. CAG:74	Firmicutes	Clostridiales	Faecalibacterium	1262897	2463	0	1	0	0	0	0	0	0
Eubacterium sp. CAG:86	Firmicutes	Clostridiales	Eubacterium	1262895	2188	1	1	1	1	0	0	0	0
Janthinobacterium sp. B9-8	Proteobacteria	Burkholderiales	Janthinobacterium	1236179	4082	1	1	1	1	1	0	0	0
Afifella pfennigii	Proteobacteria	Rhizobiales	Afifella	209897	3534	1	1	1	1	0	0	0	0
Streptomyces atriruber	Actinobacteria	Streptomycetales	Streptomyces	545121	7225	1	1	1	1	1	0	1	1
Streptomyces silaceus	Actinobacteria	Streptomycetales	Streptomyces	545123	6946	1	1	1	1	1	0	1	0
Pseudorhodobacter wandonensis	Proteobacteria	Rhodobacterales	Pseudorhodobacter	1120568	3575	0	1	0	0	0	0	1	0
Algoriphagus mannitolivorans	Bacteroidetes	Cytophagales	Algoriphagus	226504	3581	0	1	0	1	1	0	1	1
Ensifer sp. Root31	Proteobacteria	Rhizobiales	Ensifer	1736512	9833	1	1	1	1	1	1	1	0
Variovorax sp. Root318D1	Proteobacteria	Burkholderiales	Variovorax	1736513	10354	1	1	1	1	0	0	1	0
Microbacterium sp. Root322	Actinobacteria	Micrococcales	Microbacterium	1736514	5502	1	1	1	1	0	0	1	1
Pseudomonas sp. Root329	Proteobacteria	Pseudomonadales	Pseudomonas	1736515	10669	1	1	1	1	1	0	0	0
Arthrobacter sp. 31Y	Actinobacteria	Micrococcales	Arthrobacter	1115632	4405	1	1	1	1	1	0	1	0
Massilia sp. Root335	Proteobacteria	Burkholderiales	Massilia	1736517	11146	1	1	1	1	0	0	1	0
Duganella sp. Root336D2	Proteobacteria	Burkholderiales	Duganella	1736518	7645	1	1	1	1	0	0	1	0
Caulobacter sp. Root342	Proteobacteria	Caulobacterales	Caulobacter	1736519	4753	1	1	1	1	0	0	0	0
Acinetobacter sp. Ver3	Proteobacteria	Pseudomonadales	Acinetobacter	466088	5959	1	1	1	1	1	0	0	0
Kineosphaera limosa	Actinobacteria	Micrococcales	Kineosphaera	111564	4002	1	1	1	1	0	0	1	0
Mycobacterium sp. M26	Actinobacteria	Corynebacteriales	Mycobacterium	1762962	5258	1	1	1	1	1	0	0	0
Prevotella multisaccharivorax	Bacteroidetes	Bacteroidales	Prevotella	310514	2586	1	1	1	1	0	0	0	0
Arthrobacter sp. 162MFSha1.1	Actinobacteria	Micrococcales	Arthrobacter	1151119	2594	1	1	1	1	0	0	1	0
Arthrobacter sp. 161MFSha2.1	Actinobacteria	Micrococcales	Arthrobacter	1151118	2360	0	1	1	0	1	0	1	0
Ensifer sojae	Proteobacteria	Rhizobiales	Ensifer	716925	5072	1	1	1	1	0	1	0	0
Sanguibacter keddieii	Actinobacteria	Micrococcales	Sanguibacter	60920	5243	1	1	1	1	1	0	0	0
Leeia oryzae	Proteobacteria	Neisseriales	Leeia	356662	3379	1	1	1	1	0	0	1	0
Acidocella sp. MX-AZ02	Proteobacteria	Rhodospirillales	Acidocella	1214225	6065	1	1	1	1	0	0	0	0
Pseudomonas sp. MRSN12121	Proteobacteria	Pseudomonadales	Pseudomonas	1611770	9866	1	1	1	1	0	1	1	0
Dyadobacter alkalitolerans	Bacteroidetes	Cytophagales	Dyadobacter	492736	5247	1	1	1	1	0	0	0	0
Bacillus marisflavi	Firmicutes	Bacillales	Bacillus	189381	28332	1	1	1	1	0	0	0	0
Bacillus aquimaris	Firmicutes	Bacillales	Bacillus	189382	7122	1	1	1	1	0	0	1	0
Clostridiales bacterium mt11	Firmicutes	Clostridiales	root	1686289	3297	0	0	0	0	0	0	0	0
Erwinia oleae	Proteobacteria	Enterobacteriales	Erwinia	796334	2998	1	1	1	1	0	0	0	0
Candidatus Cloacimonas sp. SDB	Cloacimonetes	root	Candidatus Cloacimonas	1732214	2285	0	0	0	0	0	0	0	0
Ruegeria atlantica	Proteobacteria	Rhodobacterales	Ruegeria	81569	17976	0	1	0	0	0	0	1	1
Pseudorhodobacter ferrugineus	Proteobacteria	Rhodobacterales	Pseudorhodobacter	77008	3330	0	1	0	0	0	0	1	0
Clostridium homopropionicum	Firmicutes	Clostridiales	Clostridium	36844	3371	1	1	1	1	0	1	0	0
Clostridium intestinale	Firmicutes	Clostridiales	Clostridium	36845	4317	1	1	1	1	0	0	0	0
Actinomadura rifamycini	Actinobacteria	Streptosporangiales	Actinomadura	31962	7182	1	1	1	1	1	0	1	1
Balneola vulgaris	Bacteroidetes	Sphingobacteriales	Balneola	287535	2420	1	1	1	1	0	0	0	0
Streptomyces sp. CNY243	Actinobacteria	Streptomycetales	Streptomyces	1169161	3401	0	1	0	0	1	0	1	0
Streptomyces sp. CNS335	Actinobacteria	Streptomycetales	Streptomyces	1169160	3114	0	1	1	0	1	0	0	0
[Clostridium] neopropionicum	Firmicutes	Clostridiales	Tyzzerella	36847	2927	1	1	1	1	0	1	0	0
Bacteroides propionicifaciens	Bacteroidetes	Bacteroidales	Bacteroides	392838	2242	1	1	1	1	0	0	0	0
Prevotella bergensis	Bacteroidetes	Bacteroidales	Prevotella	242750	2371	1	1	1	1	0	0	0	0
Bacteroides sp. SM23_62	Bacteroidetes	Bacteroidales	Bacteroides	1703352	4377	1	1	1	1	0	0	1	0
Bacteroides sp. SM23_62_1	Bacteroidetes	Bacteroidales	Bacteroides	1703353	3377	0	0	1	0	0	0	1	0
Bacteroides sp. SM1_62	Bacteroidetes	Bacteroidales	Bacteroides	1703351	2091	1	1	1	1	0	0	0	0
Gemmatimonas sp. SG8_23	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703356	2633	1	1	1	1	0	0	1	0
Gemmatimonas sp. SG8_28	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703357	3080	0	1	0	0	0	0	0	0
Coxiella sp. DG_40	Proteobacteria	Legionellales	Coxiella	1703354	2056	1	1	1	1	0	0	0	0
Gemmatimonas sp. SG8_17	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703355	3099	0	1	0	0	0	0	1	0
Gemmatimonas sp. SG8_38_2	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703358	2376	0	1	0	0	0	0	1	0
Gemmatimonas sp. SM23_52	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703359	3323	1	1	1	1	0	0	1	0
Mariprofundus ferrooxydans	Proteobacteria	Mariprofundales	Mariprofundus	314344	7304	1	1	1	1	0	0	0	0
Paracoccus sp. S4493	Proteobacteria	Rhodobacterales	Paracoccus	579490	6132	0	0	0	0	0	0	1	0
Thioalkalivibrio sp. K90mix	Proteobacteria	Chromatiales	Thioalkalivibrio	396595	4090	1	1	1	1	0	0	0	0
Mitsuokella sp. oral taxon 131	Firmicutes	Selenomonadales	Mitsuokella	1321780	2039	0	1	0	0	0	0	0	0
Edwardsiella hoshinae	Proteobacteria	Enterobacteriales	Edwardsiella	93378	3038	0	1	0	1	0	0	0	0
Rhizobium sp. R2-400B4	Proteobacteria	Rhizobiales	Rhizobium	1509404	4713	0	1	0	0	0	0	0	0
Rhizobium sp. R1-200B4	Proteobacteria	Rhizobiales	Rhizobium	1509405	4476	0	1	0	0	0	0	0	0
Acinetobacter sp. HR7	Proteobacteria	Pseudomonadales	Acinetobacter	1509403	5681	1	1	1	1	1	0	0	0
Lachnobacterium bovis	Firmicutes	Clostridiales	Lachnobacterium	140626	4191	1	1	1	1	0	0	0	0
Actinopolyspora iraqiensis	Actinobacteria	Actinopolysporales	Actinopolyspora	52698	2964	0	1	1	0	0	0	0	0
Nocardiopsis halotolerans	Actinobacteria	Streptosporangiales	Nocardiopsis	124252	4887	1	1	1	1	0	0	1	0
Nevskia ramosa	Proteobacteria	Nevskiales	Nevskia	64002	3879	1	1	1	1	0	0	0	0
Brachyspira hyodysenteriae	Spirochaetes	Brachyspirales	Brachyspira	159	62857	0	1	0	0	0	0	0	0
Treponema denticola	Spirochaetes	Spirochaetales	Treponema	158	18522	0	0	0	0	0	0	0	0
Desulfonatronospira thiodismutans	Proteobacteria	Desulfovibrionales	Desulfonatronospira	488939	3613	1	1	1	1	0	0	0	0
Psychrobacter cryohalolentis	Proteobacteria	Pseudomonadales	Psychrobacter	330922	2043	0	1	1	0	0	0	0	0
Alcanivorax sp. NBRC 101098	Proteobacteria	Oceanospirillales	Alcanivorax	1113728	3541	1	1	1	1	0	0	0	0
Flammeovirga pacifica	Bacteroidetes	Cytophagales	Flammeovirga	915059	4793	1	1	1	1	0	0	0	0
Hymenobacter sp. AT01-02	Bacteroidetes	Cytophagales	Hymenobacter	1571877	3912	0	0	0	1	1	0	0	1
Streptomyces sp. AVP053U2	Actinobacteria	Streptomycetales	Streptomyces	1737066	6724	1	1	1	1	0	0	1	0
Pedobacter kyungheensis	Bacteroidetes	Sphingobacteriales	Pedobacter	1069985	10057	1	1	1	1	0	0	1	0
Pseudomonas caricapapayae	Proteobacteria	Pseudomonadales	Pseudomonas	46678	9516	1	1	1	1	0	0	0	0
Pseudomonas agarici	Proteobacteria	Pseudomonadales	Pseudomonas	46677	11142	1	1	1	1	0	0	0	1
Shinella sp. SUS2	Proteobacteria	Rhizobiales	Shinella	1692241	6488	1	1	1	1	0	1	0	0
Shinella sp. GWS1	Proteobacteria	Rhizobiales	Shinella	1692240	6429	1	1	1	1	0	1	0	0
Nocardia exalbida	Actinobacteria	Corynebacteriales	Nocardia	290231	6234	1	1	1	1	0	0	0	0
