Species	Phylum	Order	Genus	TaxID	Num_Prot	B12_producer	niacin_synthesis	biotin_synthesis	anaerobic_synthesis	aerobic_synthesis	early_pathway	late_pathway	MCM_B12_related	METE_B12_related	METH_B12_related	RNR_I_B12_related	RNR_II_B12_related	bluB_B12_related	btuB_B12_transport	btuC_B12_transport	btuD_B12_transport	btuF_B12_transport	cbiZ_2_B12_related	cobA_aerobe_aerobic_synthesis	cobI_aerobic_synthesis	cobG_aerobic_synthesis	cobJ_aerobic_synthesis	cobM_aerobic_synthesis	cobF_aerobic_synthesis	cobK_aerobic_synthesis	cobL_aerobic_synthesis	cobH_aerobic_synthesis	cobB_aerobic_synthesis	cobN_aerobic_synthesis	cobS_aerobe_aerobic_synthesis	cobT_aerobe_aerobic_synthesis	cobR_aerobic_synthesis	cobO_aerobic_synthesis	cobQ_aerobic_synthesis	cobD_aerobic_synthesis	cobP_aerobic_synthesis	cobV_aerobic_synthesis	cobU_aerobe_aerobic_synthesis	cysG_anaerobic_synthesis	cbiXL_anaerobic_synthesis	cbiK_anaerobic_synthesis	cbiL_anaerobic_synthesis	cbiH_anaerobic_synthesis	cbiF_anaerobic_synthesis	cbiG_anaerobic_synthesis	cbiD_anaerobic_synthesis	cbiJ_anaerobic_synthesis	cbiE_anaerobic_synthesis	cbiT_anaerobic_synthesis	cbiC_anaerobic_synthesis	cbiA_anaerobic_synthesis	fldA_anaerobic_synthesis	cobA_anaerobe_anaerobic_synthesis	cbiP_anaerobic_synthesis	cbiB_anaerobic_synthesis	cobU_anaerobe_anaerobic_synthesis	cobS_anaerobe_anaerobic_synthesis	cobT_anaerobe_anaerobic_synthesis	cobC_anaerobic_synthesis	cblT_B12_related	cblS_B12_related	bzaA_anaerobic_DMB	bzaB_anaerobic_DMB	bzaC_anaerobic_DMB	bzaD_anaerobic_DMB	bzaE_anaerobic_DMB	B12_related	B12_transport	not_in
Bacteroides sp. 14(A)	Bacteroidetes	Bacteroidales	Bacteroides	1163670	2933	0	0	0	14	11	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	7	3	"cobP,cobR,bluB,cbiXL,btuF,cobF,cobG,pabC,cobC,cobO,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,bzaC,kynu,METE,nadC,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiZ_2,nrdJ_alt"
Enterobacteriaceae bacterium LSJC7	Proteobacteria	Enterobacteriales	root	1224136	4061	0	1	1	5	3	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	11	4	"cobV,cobP,cobQ,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobL,cobM,cobN,cobH,cobI,cobJ,cobK,kmo,had,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces sp. JHA19	Actinobacteria	Streptomycetales	Streptomyces	1577588	6610	1	1	0	16	16	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	11	2	"cobV,btuF,cobS_anaerobe,btuB,cbiD,cobG,pabC,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,nadX,cbiK,bzaC,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Marinomonas mediterranea	Proteobacteria	Oceanospirillales	Marinomonas	119864	4087	1	1	1	19	16	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	10	4	"cobF,cobG,cobC,nrdD,nrdG,had,hpaB,cblS,bzaE,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Mesotoga prima	Thermotogae	Kosmotogales	Mesotoga	1184387	4001	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	3	"bioB,RNR_II,cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabB,cobB,cobL,cobM,cobN,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobS_aerobe,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,pabA,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,pabAB,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Actinoplanes rectilineatus	Actinobacteria	Micromonosporales	Actinoplanes	113571	8784	1	1	1	13	16	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	10	2	"cobV,cobP,cbiXL,btuF,btuB,cbiD,pabC,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,fldA,cobS_aerobe,cblT,cbiL,cbiZ,nadX,cbiH,cbiK,bzaC,cbiG,cobU_anaerobe,cobT_aerobe,cbiZ_2,nrdJ_alt"
Bacillus sp. NRRL B-41092	Firmicutes	Bacillales	Bacillus	1793964	5917	0	1	1	5	3	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	3	"cobV,cobP,cobQ,cobR,bluB,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobJ,cobK,nrdD,nrdG,kmo,had,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Cellulomonas sp. URHD0024	Actinobacteria	Micrococcales	Cellulomonas	1302620	3875	0	1	0	3	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Burkholderia kururiensis	Proteobacteria	Burkholderiales	Burkholderia	984307	11451	1	1	1	17	17	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cbiXL,cobF,pabC,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiK,bzaC,cbiG,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Bacillus sp. NRRL B-41091	Firmicutes	Bacillales	Bacillus	1793963	5499	0	1	1	5	2	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	9	3	"cobV,cobP,cobQ,cobR,bluB,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
bacterium SM23_31	root	root	root	1703762	2294	0	0	0	3	3	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,btuC,cobD,cbiD,cobF,cobG,pabC,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiB,cbiC,METE,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
candidate division BRC1 bacterium SM23_51	root	root	root	1703761	2061	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	"bioB,RNR_II,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bioF,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,cobA_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Brachybacterium muris	Actinobacteria	Micrococcales	Brachybacterium	219301	2734	0	0	0	3	2	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadC,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Micromonospora sp. ATCC 39149	Actinobacteria	Micromonosporales	Micromonospora	219305	10728	0	1	1	9	9	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	9	3	"cobV,cobS_anaerobe,btuB,cbiD,cobF,pabC,cobB,cobL,cobN,cobO,cobI,cobJ,cobK,nrdD,nrdF,nrdG,hpaB,cblS,bioD2,bzaE,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Caulobacter sp. UNC358MFTsu5.1	Proteobacteria	Caulobacterales	Caulobacter	1449049	4754	0	1	1	8	11	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	9	3	"bluB,cbiXL,btuF,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,fldA,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiC,kynu,cbiE,cbiZ_2,nrdJ_alt"
Mycobacterium sp. UNC280MFTsu5.1	Actinobacteria	Corynebacteriales	Mycobacterium	1449048	3315	1	0	0	11	15	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	9	2	"bioB,cobV,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cbiD,pabC,cobH,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,bzaD,METH,cbiT,cblT,cbiZ,pabA,nadX,cbiJ,cbiK,bzaC,cbiG,cbiC,kynu,nadA,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Bacillus sp. UNC322MFChir4.1	Firmicutes	Bacillales	Bacillus	1449045	4640	0	1	1	4	2	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	6	2	"RNR_II,cobV,cobP,cobQ,cobR,bluB,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdE,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Arthrobacter sp. UNC362MFTsu5.1	Actinobacteria	Micrococcales	Arthrobacter	1449044	4175	0	1	0	3	4	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	7	2	"cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,had,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Bacillus sp. UNC41MFS5	Firmicutes	Bacillales	Bacillus	1449046	5822	1	1	0	18	14	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	14	3	"bluB,btuB,cobF,cobG,cobN,nrdD,kmo,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobS_aerobe,cbiZ,cbiK,bzaC,cobU_aerobe,cobT_aerobe,nrdJ_alt"
Ammonifex degensii	Firmicutes	Thermoanaerobacterales	Ammonifex	42838	2105	1	1	0	16	15	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	10	3	"bioB,cobR,cbiXL,btuB,cbiD,cobF,cobG,nrdB,nrdF,kmo,had,hpaB,cblS,bio1,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Citromicrobium sp. RCC1885	Proteobacteria	Sphingomonadales	Citromicrobium	1647104	3090	0	1	0	9	13	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	9	3	"bluB,cbiXL,btuF,cbiD,cobF,cobG,pabC,cobC,cobL,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,fldA,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,METE,cbiE,cbiZ_2,nrdJ_alt"
Clostridium chauvoei	Firmicutes	Clostridiales	Clostridium	46867	2599	1	0	0	17	11	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	10	3	"cobV,cobP,cobR,bluB,cbiXL,btuB,cobF,cobG,cobN,cobK,kmo,had,hpaB,cblS,bioD2,bzaE,bioF,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,bzaC,bzaB,bzaA,MCM,kynu,METE,nadC,nadA,cobU_anaerobe,cobT_aerobe,cbiZ_2,nrdJ_alt"
Citromicrobium sp. RCC1878	Proteobacteria	Sphingomonadales	Citromicrobium	1647103	3086	0	1	0	9	13	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	9	3	"bluB,cbiXL,btuF,cbiD,cobF,cobG,pabC,cobC,cobL,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,fldA,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,METE,cbiE,cbiZ_2,nrdJ_alt"
Chryseobacterium sp. OV705	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500289	4445	0	1	1	5	4	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	8	4	"cobP,cobQ,cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,cobU_anaerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Chryseobacterium sp. YR005	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500288	2045	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	"RNR_II,cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,kynu,nadC,cbiF,cobU_anaerobe,cobU_aerobe,nadB,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Chryseobacterium sp. OV715	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500287	3983	0	1	1	5	4	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	8	4	"cobP,cobQ,cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,cobU_anaerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Chryseobacterium sp. OV259	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500286	2758	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	7	4	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Lechevalieria aerocolonigenes	Actinobacteria	Pseudonocardiales	Lechevalieria	68170	26947	1	1	1	17	18	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	8	2	"btuF,btuB,cbiD,pabC,nrdB,nrdD,nrdF,nrdG,cblS,bioD2,fldA,cobS_aerobe,cblT,cbiL,cbiZ,nadX,cbiK,bzaC,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Chryseobacterium sp. CF356	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500283	3330	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	"bioB,RNR_II,cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Chryseobacterium sp. CF365	Bacteroidetes	Flavobacteriales	Chryseobacterium	1500282	4353	0	1	1	5	4	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	8	4	"cobP,cobQ,cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,cobU_anaerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
